Symbol,Name,Composition,DfGm [kJ/mol],sigma DfGm [kJ/mol],DfHm [kJ/mol],sigma DfHm [kJ/mol],Sm [J/(K mol)],sigma Sm [J/(K mol)],Cpm [J/(K mol)],sigma Cpm [J/(K mol)],
Pb+2,Pb+2,Pb+2,-24.238,0.399,0.92,0.25,18.5,1,,,
,,,,,,,,,,,
,,,,,,,,,,,
