#_ReacDC,Symbol_ReacDC,#_SIT,Symbol_SIT,eps_j_Cl-,sigma_eps_j_Cl-,eps_j_ClO4-,sigma_eps_j_ClO4-,eps_j_NO3-,sigma_eps_j_NO3-,eps_j_Li+,sigma_eps_j_Li+,eps_j_Na+,sigma_eps_j_Na+,eps_j_K+,sigma_eps_j_K+,eps_j_NaCl,sigma_eps_j_NaCl,eps_j_NaClO4,sigma_eps_j_NaClO4
,MoO4-2,1,MoO4-2,0,,0,,0,,,,0.04,0.1,,,0,,0,
1,HMoO4-,2,HMoO4-,0,,0,,0,,,,-0.05,0.1,,,0,,0,
2,H2MoO4(aq),3,H2MoO4(aq),0,,0,,0,,0,,0,,0,,0,0.1,0,0.1
3,CaMoO4(aq),4,CaMoO4(aq),0,,0,,0,,0,,0,,0,,0,0.1,0,0.1
