XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,A,B,C,D,E,F,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen
BO2H,[],(L),298.15,1500,-733786.0908,53.21495211,-799599.2575,105,0,0,0,0,0,,,,,,,
BO2H,[],(G),298.15,6000,-555848.5934,240.6923301,-563222.1017,29.8960762,0.068615295,-249718,0,-3.94617E-05,8.85761E-09,,,,,,,
BOH2,[],(G),298.15,6000,-70814.93149,233.8915833,-69242.75838,29.70521164,0.061602625,-205646,0,-3.25194E-05,6.97893E-09,,,,,,,
BO2H2,[],(G),298.15,6000,-418499.4582,257.0311492,-436844.3795,34.19002533,0.097700439,-643902,0,-5.99562E-05,1.44272E-08,,,,,,,
BOH3,[],(G),298.15,6000,-275378.1994,230.7796477,-289646.4217,13.95870972,0.113979199,-26406,0,-6.03949E-05,1.25941E-08,,,,,,,
BO2H3,[],(G),298.15,6000,-610422.0748,254.6439582,-644894.1504,26.06044388,0.142062891,-651766,0,-8.47621E-05,1.96919E-08,,,,,,,
BO3H3,[],(C),298.15,444,-983055.6575,88.75119934,-1094897.56,65.982,0.10962,-1539700,0,0,0,,,,,,,
BO3H3,[],(L),298.15,800,-968033.464,104.7863273,-1084995.045,180,0,0,0,0,0,,,,,,,
BO3H3,[],(G),298.15,6000,-947055.3652,264.4712595,-1006029.156,38.51503754,0.161334595,-1122764,0,-9.97641E-05,2.39845E-08,,,,,,,
B3O3H3,[],(G),298.15,6000,-1149117.763,279.3550053,-1206600.537,7.90427208,0.31927666,-612316,0,-0.000205682,4.85488E-08,,,,,,,
B3O6H3,[],(G),298.15,6000,-2162044.524,340.7635733,-2286259.554,51.59026337,0.372295752,-1800250,0,-0.000247397,6.03806E-08,,,,,,,
B2O4H4,[],(G),298.15,6000,-1182920.808,338.7376582,-1267748.539,60.99002075,0.234996729,-1595634,0,-0.000149191,3.63941E-08,,,,,,,
NB,[],(L),298.15,3500,-177225.2685,-22.52941889,-230910.4826,67,0,0,0,0,0,,,,,,,
NB,[],(G),298.15,6000,464695.8609,212.0812717,494219.276,22.24466324,0.022402948,145028,0,-1.22809E-05,3.13716E-09,,,,,,,
NB,[],(C),298.15,3240,-227537.0136,14.81198799,-250499.4089,18.732,0.038886,-845600,0,-1.2464E-05,0,,,,,,,
BO2,[],(G),298.15,10000,-296950.2224,230.006601,-292132.2723,31.25353622,0.058354089,-177790,0,-4.13565E-05,1.03841E-08,,,,,,,
B2O,[],(G),298.15,6000,243441.5318,226.1179175,271778.3459,37.88031006,0.047730249,-180094,0,-3.48961E-05,8.93256E-09,,,,,,,
B2O2,[],(G),298.15,6000,-469208.8779,249.569457,-461725.6863,51.90266418,0.044078717,-264592,0,-2.11776E-05,3.61475E-09,,,,,,,
B2O3,[],(C),298.15,723,-1200537.179,53.97633599,-1273498.118,64.141,0.064643,-1835900,0,0,0,,,,,,,
B2O3,[],(L),298.15,3200,-1191209.52,36.47744235,-1271441.546,127.047,0,3138000,0,0,0,,,,,,,
B2O3_GLASS,[GLASS],(C),298.15,723,-1188847.995,80.50633844,-1254898.113,22.309,0.15444,-478600,0,0,0,,,,,,,
B2O3,[],(G),298.15,6000,-826419.0842,285.7850915,-835382.4056,47.33050537,0.091089526,-448698,0,-5.46444E-05,1.20582E-08,,,,,,,
BO,[],(G),298.15,10000,-15297.48864,203.3673464,9896.72234,21.70559692,0.019551685,216362,0,-8.99006E-06,1.43316E-09,,,,,,,
B2S3,[],(L),298.15,2000,-165026.8022,144.4096588,-199352.0778,146,0,0,0,0,0,,,,,,,
B2S3,[],(G),298.15,6000,-50535.24751,351.30577,17739.84506,68.03820801,0.074448035,-290632,0,-5.26161E-05,1.31434E-08,,,,,,,
BS,[],(G),298.15,6000,212864.154,216.0786286,262874.7711,22.99904633,0.027328339,42594,0,-1.92787E-05,4.84363E-09,,,,,,,
BS2,[],(G),298.15,6000,-2127.53326,267.0226663,53083.85127,56.45103455,0.011658571,-331620,0,-8.61066E-06,2.22345E-09,,,,,,,
B2S,[],(G),298.15,6000,546540.7435,248.1206963,601110.3112,53.32728577,0.018871344,-446594,0,-1.44781E-05,3.83598E-09,,,,,,,
B2S2,[],(G),298.15,6000,83380.96727,271.222045,138299.6807,54.66317749,0.060479614,-330684,0,-4.2614E-05,1.06165E-08,,,,,,,
B2S3,[],(C),298.15,840,-239081.9329,100.0112693,-242996.6514,98.95,0.07243,-784100,0,0,0,,,,,,,
NCCl,[],(G),298.15,6000,128021.0862,236.0368378,134200.9123,42.45820618,0.023712183,-325700,0,-1.05958E-05,1.72102E-09,,,,,,,
NCF,[],(G),298.15,6000,28205.69666,224.4963372,34332.77954,35.49807739,0.03538595,-243700,0,-1.85183E-05,3.66642E-09,,,,,,,
NC2H,[],(G),298.15,6000,442130.9404,240.4816674,461197.7574,46.31165314,0.049509167,-416378,0,-2.58935E-05,5.29802E-09,,,,,,,
NCH_1,[],(G),298.15,10000,121201.9871,201.7113557,132000.6965,32.27040863,0.023944125,-270504,0,-5.79113E-06,8.90606E-11,,,,,,,
NCH_2,[],(G),298.15,6000,289232.9915,205.1047963,300330.6027,39.27319336,0.01125764,-241670,0,1.91328E-06,-1.64338E-09,,,,,,,
NC2_1,[],(G),298.15,6000,570389.349,238.9205021,604845.7445,32.56052399,0.049786523,-13182,0,-3.25003E-05,7.66335E-09,,,,,,,
N2C2,[],(G),298.15,6000,299386.7112,242.1030164,309102.8521,50.83047485,0.039788611,-381908,0,-1.52139E-05,1.86632E-09,,,,,,,
NC,[],(G),298.15,20000,413451.7773,202.5467445,440291.1821,22.79414368,0.015392404,202100,0,-5.67798E-06,7.20673E-10,,,,,,,
N2C_1,[],(G),298.15,6000,292460.3217,226.1174361,300535.2537,18.95993805,0.092532483,121930,0,-6.70171E-05,1.65831E-08,,,,,,,
N2C_2,[],(G),298.15,6000,390953.7883,231.9812175,400656.1223,39.72891998,0.017233704,-234358,0,1.23381E-06,-2.23384E-09,,,,,,,
NC2_2,[],(G),298.15,6000,622155.5398,233.7041716,654940.2165,32.20674896,0.054355652,-25620,0,-3.75234E-05,9.20643E-09,,,,,,,
NCO,[],(G),298.15,6000,169538.8049,232.2736864,177468.8459,26.9300499,0.056014832,-56552,0,-3.49494E-05,7.93424E-09,,,,,,,
NClH4,[],(C),298.15,400,-228950.7673,94.55499956,-314459.7763,51.225018,0,4579464,0,0,0,,,,,,,
NClH4,[],(L),298.15,1500,-236464.3306,71.00663111,-321724.1376,-550.85927,1.387962903,43517422,0,-0.000989464,2.53689E-07,,,,,,,
NClO,[],(G),298.15,6000,65194.58375,261.4812265,52701.00643,38.03804016,0.031119977,-105606,0,-1.81448E-05,4.09346E-09,,,,,,,
NClO2,[],(G),298.15,6000,48900.17215,272.1144865,12498.06156,38.19549561,0.079700256,-372104,0,-5.38853E-05,1.30992E-08,,,,,,,
NFH2,[],(G),298.15,6000,-52818.98073,229.4172625,-75000.56103,11.94337082,0.082660657,299654,0,-4.18386E-05,8.36644E-09,,,,,,,
NFH4,[],(C),298.15,511,-366968.2564,71.97656135,-467558.0437,13,0.17531,0,0,0,0,NFH4, NFH4,,37.15179078,3.715179078,Materialsproject,H4N2O3
NFH4,[],(L),298.15,760,-356557.9136,80.07635266,-461145.0025,113,0,0,0,0,0,,,,,,,
NF2H,[],(G),298.15,6000,-76488.95157,252.680798,-103003.9532,22.95454788,0.091101221,-175764,0,-5.80344E-05,1.37984E-08,,,,,,,
NFH,[],(G),298.15,6000,118494.7173,230.6876588,111998.7845,23.98399734,0.04159071,62366,0,-2.24128E-05,4.78345E-09,,,,,,,
N2F4,[],(G),298.15,6000,52802.52501,317.3732712,-22009.08233,79.09403992,0.108496973,-1465628,0,-8.11005E-05,2.10968E-08,,,,,,,
N2F4_GAUCH,[GAUCH],(G),298.15,6000,54963.03242,314.8621744,-20557.16919,77.52110291,0.111511938,-1394678,0,-8.32783E-05,2.16492E-08,,,,,,,
N2F4_TRANS,[TRANS],(G),298.15,6000,53346.45713,308.8333018,-23010.205,75.99455261,0.115006836,-1581940,0,-8.61169E-05,2.24303E-08,,,,,,,
NF,[],(G),298.15,6000,253264.7333,212.9040231,257989.8138,23.7129631,0.026514032,12914,0,-1.88364E-05,4.79942E-09,,,,,,,
NF2,[],(G),298.15,6000,46417.52142,249.5060748,34412.61492,32.95423889,0.050267395,-344362,0,-3.70824E-05,9.57956E-09,,,,,,,
NF3,[],(G),298.15,6000,-95958.74898,260.6769622,-131707.2109,44.1157074,0.080535229,-876968,0,-5.84213E-05,1.52054E-08,,,,,,,
N2F2,[],(G),298.15,6000,95336.37668,268.0876835,62370.59303,45.33061218,0.069803394,-494114,0,-4.9184E-05,1.22727E-08,,,,,,,
N2F2_CIS,[CIS],(G),298.15,6000,95158.91979,266.3723723,62026.6381,40.30628204,0.080068958,-463622,0,-5.69151E-05,1.42914E-08,,,,,,,
N2F2_TRANS,[TRANS],(G),298.15,6000,101432.5669,261.9711391,67306.85003,38.65760803,0.082709485,-456986,0,-5.85399E-05,1.46497E-08,,,,,,,
NFO3,[],(G),298.15,6000,70762.99504,293.0510097,15000.68027,46.04463959,0.11502002,-616786,0,-7.84928E-05,1.864E-08,,,,,,,
NF3O,[],(G),298.15,6000,-128231.7026,277.591134,-187005.062,59.64492798,0.089863062,-1171718,0,-6.37081E-05,1.59915E-08,,,,,,,
NFO,[],(G),298.15,6000,-52011.88534,248.1104594,-64999.50617,33.80631256,0.038771948,-170498,0,-2.32119E-05,5.22731E-09,,,,,,,
NFO2,[],(G),298.15,6000,-72474.42607,259.2507758,-109002.9328,32.39535522,0.089548828,-447748,0,-6.06176E-05,1.47473E-08,,,,,,,
NH,[],(G),298.15,20000,332932.0419,181.1201268,338886.2617,31.11499786,-0.009146156,-24062,0,1.33598E-05,-4.0513E-09,,,,,,,
NH2,[],(G),298.15,6000,196510.8077,194.8896421,190001.7109,28.69127655,0.010837273,122528,0,7.38392E-06,-3.52404E-09,,,,,,,
NH3,[],(G),298.15,6000,-23433.24707,192.6592098,-45942.424,19.50647354,0.051245337,203312,0,-1.6975E-05,2.27748E-09,,,,,,,
N2H2,[],(G),298.15,6000,235684.8096,218.2223965,211860.9365,7.1564579,0.083709497,516442,0,-3.42124E-05,6.01698E-09,,,,,,,
"N2H2_1,1","[1,1]",(G),298.15,6000,304937.3426,228.1161306,283962.1241,9.82583618,0.087776526,365896,0,-4.66158E-05,9.80809E-09,,,,,,,
N2H2_CIS,[CIS],(G),298.15,6000,271705.7607,218.3216191,247885.7078,6.48396492,0.090813513,502224,0,-4.54016E-05,8.75531E-09,,,,,,,
N2H2_TRANS,[TRANS],(G),298.15,6000,235684.7823,218.2222391,211860.8993,4.71404266,0.094076147,559856,0,-4.8059E-05,9.51466E-09,,,,,,,
N2H4,[],(G),298.15,6000,144908.723,238.3261171,95171.72862,16.31328964,0.133076489,-139926,0,-7.29015E-05,1.62105E-08,,,,,,,
N3H,[],(G),298.15,6000,321494.1445,239.2161547,293998.8447,28.97110748,0.067877148,-174306,0,-3.64788E-05,7.6609E-09,,,,,,,
N2O2H2,[],(G),298.15,6000,37465.28829,268.400316,-26007.80033,21.63891602,0.160754639,-446696,0,-9.95781E-05,2.33249E-08,,,,,,,
N2O3H4,[],(C),298.15,443,-198870.2477,150.8239763,-365595.8323,48.77,0.3029,0,0,0,0,,,,,,,
N2O3H4,[],(L),298.15,900,-184970.1934,177.0879539,-354730.7206,161,0,0,0,0,0,,,,,,,
NOH3,[],(G),298.15,6000,-13018.7792,236.0448808,-50005.34873,30.67728424,0.073994165,-340002,0,-2.94739E-05,5.15746E-09,,,,,,,
NOH,[],(G),298.15,6000,111814.7346,220.814914,102035.6313,16.34266281,0.050597839,405824,0,-2.54291E-05,5.87031E-09,,,,,,,
NO2H,[],(G),298.15,6000,-50679.37591,253.9438267,-78456.6082,31.34453964,0.071823218,-253622,0,-4.36872E-05,1.01747E-08,,,,,,,
NO2H_CIS,[CIS],(G),298.15,6000,-48603.05779,248.0229103,-77451.09829,29.70664215,0.075672278,-328410,0,-4.65274E-05,1.0886E-08,,,,,,,
NO2H_TRANS,[TRANS],(G),298.15,6000,-50169.04102,248.9871858,-78940.33047,33.0880661,0.068159412,-346912,0,-4.11227E-05,9.55431E-09,,,,,,,
NO3H,[],(G),298.15,6000,-83452.20083,266.7599572,-133915.8335,25.59375763,0.136767505,-415448,0,-9.2459E-05,2.23717E-08,,,,,,,
N2SO4H8,[],(C),298.15,600,-965291.9451,220.044637,-1180018.383,103.52925,0.2806793,0,0,0,0,N2SO4H8, N2SO4H8,,81.03648548,8.103648548,Materialsproject,H8S(NO2)2
N,[],(G),298.15,20000,457417.7713,153.1927461,472680.9738,20.78588104,3.10784E-07,6,0,-2.36508E-10,5.98332E-14,,,,,,,
N2,[],(G),298.15,20000,4.140504124,191.5105774,3.269483305,25.89356995,0.005145404,129392,0,3.46883E-06,-1.97494E-09,,,,,,,
N3,[],(G),298.15,6000,451735.5179,222.9552259,435999.509,21.10431671,0.063141785,-50138,0,-3.85908E-05,8.65165E-09,,,,,,,
N2O4,[],(G),298.15,6000,90437.65096,304.3304201,11105.56657,51.37054443,0.145132104,-629988,0,-0.00010276,2.56653E-08,,,,,,,
N2O5,[],(G),298.15,6000,107613.2992,355.6316358,13297.17765,68.69267273,0.139479761,-652164,0,-9.3267E-05,2.23418E-08,,,,,,,
NO,[],(G),298.15,20000,88083.96919,210.6475354,91267.65174,21.8723793,0.019117023,269542,0,-8.61269E-06,1.32977E-09,,,,,,,
NO2,[],(G),298.15,6000,49492.2822,240.0544932,34191.72826,18.92162704,0.067897815,149250,0,-4.45539E-05,1.06378E-08,,,,,,,
N2O,[],(G),298.15,6000,100271.2511,219.8964481,81600.0651,28.1812439,0.04919187,-169134,0,-2.78943E-05,5.9492E-09,,,,,,,
N2O3,[],(G),298.15,6000,137047.0192,314.6166014,86627.0281,50.96625519,0.08399115,91696,0,-5.22496E-05,1.1782E-08,,,,,,,
NS,[],(G),298.15,6000,239823.6658,221.9828774,267249.6171,23.70938873,0.025454056,172636,0,-1.76531E-05,4.38226E-09,,,,,,,
CBr,[],(G),298.15,6000,441221.3262,234.4519422,490413.9238,36.03765869,0.003276809,-116644,0,-2.09076E-06,5.68136E-10,,,,,,,
CBr2,[],(G),298.15,6000,284375.6434,288.3458493,336624.9245,50.84699249,0.015892258,-467518,0,-1.27127E-05,3.55644E-09,,,,,,,
CBr3,[],(G),298.15,6000,182818.2572,334.4502162,234997.8729,67.92250061,0.031534326,-706128,0,-2.40523E-05,6.34662E-09,,,,,,,
CBr4,[],(G),298.15,6000,76030.06379,357.9379502,119997.8537,93.96035767,0.029538177,-887424,0,-2.2671E-05,6.00834E-09,,,,,,,
CBrCl3,[],(G),298.15,6000,-27399.5258,333.4481325,-43003.1108,87.33746338,0.042960492,-1093194,0,-3.27538E-05,8.64016E-09,,,,,,,
CBr2Cl2,[],(G),298.15,6000,3645.094625,348.3598782,9996.787892,89.45677185,0.038665576,-1026664,0,-2.95274E-05,7.79795E-09,,,,,,,
CBr3Cl,[],(G),298.15,6000,38583.93538,357.489442,64997.81546,92.27848816,0.032959265,-957382,0,-2.52476E-05,6.6822E-09,,,,,,,
CBrClF2,[],(G),298.15,6000,-423122.497,318.5826279,-435005.7402,65.44021606,0.083985071,-960600,0,-6.18666E-05,1.59275E-08,,,,,,,
CBrCl2F,[],(G),298.15,6000,-222664.2019,330.6352897,-235004.3038,77.05215454,0.062448328,-1047240,0,-4.66979E-05,1.2152E-08,,,,,,,
CBr2ClF,[],(G),298.15,6000,-183785.3932,342.9516167,-175004.2203,79.76544189,0.057007117,-975172,0,-4.26393E-05,1.10978E-08,,,,,,,
CBrClFH,[],(G),298.15,6000,-228039.1028,310.5514531,-230005.3932,45.34384918,0.0989672,-595392,0,-6.46444E-05,1.55971E-08,,,,,,,
CBr2ClH,[],(G),298.15,6000,-7073.087116,327.8895568,9995.455829,59.15792847,0.074245728,-733570,0,-4.77036E-05,1.14682E-08,,,,,,,
CBrClH2,[],(G),298.15,6000,-48229.61565,287.1520636,-45005.49892,31.65279388,0.102543799,-408090,0,-5.97222E-05,1.34214E-08,,,,,,,
CBrCl2H,[],(G),298.15,6000,-40974.8227,316.3404428,-45005.22204,56.24443817,0.079614355,-745328,0,-5.14762E-05,1.24068E-08,,,,,,,
CBrF3,[],(G),298.15,6000,-634584.4681,297.5495874,-648806.7694,53.53943634,0.105462402,-842152,0,-7.66828E-05,1.95574E-08,,,,,,,
CBr2F2,[],(G),298.15,6000,-387581.9995,325.2743363,-380005.2997,68.15672302,0.078523694,-877876,0,-5.77843E-05,1.48654E-08,,,,,,,
CBr3F,[],(G),298.15,6000,-147043.6269,345.5922408,-120003.5669,81.78941345,0.052856458,-897164,0,-3.94959E-05,1.02726E-08,,,,,,,
CBr2FH,[],(G),298.15,6000,-192541.7814,316.7869006,-175004.5533,48.76262665,0.092605908,-581528,0,-6.01277E-05,1.44632E-08,,,,,,,
CBrFH2,[],(G),298.15,6000,-218361.5735,276.1456675,-215004.2992,20.20939255,0.121765894,-132180,0,-7.21329E-05,1.62924E-08,,,,,,,
CBrF2H,[],(G),298.15,6000,-418893.9273,295.090062,-422005.2596,33.79816437,0.119113501,-368914,0,-7.81142E-05,1.881E-08,,,,,,,
C2Br2H4_*,[*],(G),298.15,4000,-39231.36919,327.4978385,-41012.00394,38.88378143,0.187579224,-555710,0,-0.000109216,2.45457E-08,,,,,,,
C2Br3H3_*,[*],(G),298.15,4000,-11956.60239,354.0974491,-4607.534068,62.86251831,0.170344092,-645134,0,-0.000105626,2.46054E-08,,,,,,,
CBrH3,[],(G),298.15,6000,-42288.52197,245.7898665,-36402.62674,14.228302,0.11004043,4976,0,-5.5897E-05,1.1199E-08,,,,,,,
CBr2H2,[],(G),298.15,6000,-12838.12373,293.2926166,9994.783574,36.20156097,0.095001221,-482732,0,-5.4925E-05,1.23268E-08,,,,,,,
CBr3H,[],(G),298.15,6000,24536.06609,330.5396657,59995.7219,62.32675934,0.068243262,-723186,0,-4.34828E-05,1.04247E-08,,,,,,,
C2BrH5_*,[*],(G),298.15,4000,-47773.86211,287.2486283,-63605.65134,16.06097794,0.202746875,-283754,0,-0.000109765,2.32551E-08,,,,,,,
GRAPHITE,C,(C),298.15,5000,0.211099017,5.740857798,0.255886645,0.849,0.038643,-178700,0,-2.1775E-05,4.201E-09,GRAPHITE, C,Graphit,5.332605643,0.533260564,Webmineral,
GRAPHITE,C,(L),298.15,6000,193694.1562,11.04202302,97632.8647,27,0,0,0,0,0,,,,,,,
ALMAZ,C,(C),298.15,2500,2285.308831,2.362614168,1805.183198,-1.892,0.043045,-259200,0,-0.000022752,3.987E-09,,,,,,,
C,[],(G),298.15,20000,676763.0541,157.9922679,716670.4649,20.73347855,0.000178649,6092,0,-2.13459E-07,8.57065E-11,,,,,,,
C2,[],(G),298.15,20000,783630.8415,197.0651929,830875.0703,65.72813416,-0.078525806,-379926,0,6.89948E-05,-1.94431E-08,,,,,,,
C3,[],(G),298.15,6000,783056.678,237.4529033,839760.9247,29.36754,0.03879948,277138,0,-2.22594E-05,4.64872E-09,,,,,,,
C4,[],(G),298.15,6000,974092.6943,252.694263,1033671.47,51.5528,0.0322644,-284754,0,-8.21245E-06,8.03533E-10,,,,,,,
C5,[],(G),298.15,10000,989475.3491,271.5753571,1050943.873,57.38115692,0.083499158,-231592,0,-5.00674E-05,1.09388E-08,,,,,,,
C2Cl2,[],(G),298.15,6000,192119.0609,272.0008853,200001.6294,61.38398743,0.035154175,-434226,0,-1.93019E-05,3.95053E-09,,,,,,,
C2Cl3,[],(G),298.15,6000,195889.9553,328.0348738,190276.8283,66.64840698,0.076411877,-800458,0,-5.3843E-05,1.34423E-08,,,,,,,
C2Cl4,[],(G),298.15,6000,22877.49689,340.8981086,-11003.80125,84.46794128,0.090991833,-1012790,0,-6.4834E-05,1.63139E-08,,,,,,,
C2Cl5,[],(G),298.15,6000,89342.60934,396.3539668,38991.87941,125.2008972,0.065036035,-1919226,0,-5.22845E-05,1.42529E-08,,,,,,,
C2Cl6,[],(G),298.15,6000,-59976.37619,398.4757933,-141508.2947,134.8935852,0.098179773,-1939384,0,-7.42141E-05,1.94593E-08,,,,,,,
CCl,[],(G),298.15,6000,411348.1547,224.4391254,439559.5115,29.07509232,0.017267621,-82952,0,-1.26237E-05,3.30778E-09,,,,,,,
CCl2,[],(G),298.15,6000,216665.1131,264.9115555,226229.4309,46.45766449,0.024502017,-512632,0,-1.88387E-05,5.01928E-09,,,,,,,
CCl3,[],(G),298.15,6000,91033.79395,300.2035489,79995.94697,60.53858185,0.046041296,-780886,0,-3.47114E-05,9.08438E-09,,,,,,,
CCl4,[],(G),298.15,6000,-55419.42377,309.3317877,-95603.82491,84.61152649,0.048461877,-1172744,0,-3.68747E-05,9.71363E-09,,,,,,,
C2Cl,[],(G),298.15,6000,462741.2966,241.8386701,494091.7984,40.10942078,0.030547601,-246508,0,-1.67373E-05,3.38231E-09,,,,,,,
CCl3F,[],(G),298.15,6000,-248856.9506,309.6452356,-285004.8953,74.6756897,0.06724364,-1118264,0,-5.02905E-05,1.30881E-08,,,,,,,
C2ClF,[],(G),298.15,6000,24036.62613,266.2742459,33775.19118,56.5798111,0.042561157,-413470,0,-2.39768E-05,5.0414E-09,,,,,,,
C2ClF3,[],(G),298.15,6000,-461582.3276,322.2543452,-490004.1237,61.83252716,0.126930786,-766354,0,-8.71945E-05,2.13564E-08,,,,,,,
C2Cl2F2,[],(G),298.15,6000,-307016.7548,326.3068914,-337873.6444,73.20880127,0.136966748,-1388906,0,-0.000110664,3.02166E-08,,,,,,,
"C2Cl2F2_1,1","[1,1]",(G),298.15,6000,-307123.157,325.7878056,-338003.7584,68.20436096,0.116789111,-838650,0,-8.08814E-05,1.99338E-08,,,,,,,
C2Cl2F2_CIS,[CIS],(G),298.15,6000,-294435.4296,326.4647645,-325215.4728,69.10289001,0.116030591,-843610,0,-8.07555E-05,1.99697E-08,,,,,,,
C2Cl2F2_TRANS,[TRANS],(G),298.15,6000,-293570.5047,327.438888,-324137.2972,69.11997986,0.115955371,-846594,0,-8.06887E-05,1.99517E-08,,,,,,,
C2Cl3F,[],(G),298.15,6000,-136309.0731,342.4577731,-166004.6106,76.12297058,0.10475957,-916462,0,-7.36845E-05,1.83653E-08,,,,,,,
CClF,[],(G),298.15,6000,14717.54493,258.9111163,25873.09139,37.26448822,0.041156213,-348148,0,-3.03103E-05,7.81202E-09,,,,,,,
CClF2,[],(G),298.15,6000,-267296.3372,287.2166671,-275004.7086,43.7455368,0.076401904,-606620,0,-5.56742E-05,1.42223E-08,,,,,,,
CClF3,[],(G),298.15,6000,-672362.8519,285.2767431,-707807.6662,50.71088409,0.110974878,-919464,0,-8.07199E-05,2.05934E-08,,,,,,,
CCl2F,[],(G),298.15,6000,-97112.28082,298.7818604,-105004.5625,52.1978302,0.061313306,-682360,0,-4.53574E-05,1.17126E-08,,,,,,,
CCl2F2,[],(G),298.15,6000,-451241.1762,300.7641087,-486006.5034,62.77572632,0.089273438,-1028838,0,-6.57844E-05,1.69403E-08,,,,,,,
"C2ClFH2_1,1","[1,1]",(G),298.15,6000,-150425.098,283.1990645,-165398.2988,41.81504822,0.126508496,-812920,0,-7.50721E-05,1.69915E-08,,,,,,,
C2ClFH2_CIS,[CIS],(G),298.15,6000,-140866.7646,284.782499,-155383.1228,32.95101929,0.143573364,-623610,0,-8.78839E-05,2.03681E-08,,,,,,,
C2ClFH2_TRANS,[TRANS],(G),298.15,6000,-137506.5132,285.1803255,-152393.688,32.96183014,0.143345166,-456984,0,-8.74949E-05,2.02157E-08,,,,,,,
C2ClF2H,[],(G),298.15,6000,-312287.4358,304.0657347,-333686.174,71.89076233,0.100917383,-1747584,0,-7.028E-05,1.79847E-08,,,,,,,
"C2ClF2H_1,1","[1,1]",(G),298.15,6000,-312532.4788,302.7410242,-334006.7287,47.79010773,0.135040845,-782290,0,-8.77791E-05,2.10058E-08,,,,,,,
C2ClF2H_CIS,[CIS],(G),298.15,6000,-302308.6965,304.2634846,-323574.3727,47.36457062,0.135647363,-661020,0,-8.8068E-05,2.10447E-08,,,,,,,
C2ClF2H_TRANS,[TRANS],(G),298.15,6000,-301780.8803,303.6068999,-323108.3381,48.73531342,0.133036938,-727024,0,-8.61217E-05,2.05336E-08,,,,,,,
C2Cl2FH,[],(G),298.15,6000,-148190.4277,320.0384298,-168676.0633,57.56222534,0.12611355,-965370,0,-8.55978E-05,2.11503E-08,,,,,,,
"C2Cl2FH_1,1","[1,1]",(G),298.15,6000,-137290.5233,314.2957521,-159082.691,54.77090454,0.123064893,-741382,0,-7.9663E-05,1.90228E-08,,,,,,,
C2Cl2FH_CIS,[CIS],(G),298.15,6000,-146384.7025,313.7496531,-168210.6884,56.40689087,0.121090015,-867854,0,-7.88116E-05,1.89109E-08,,,,,,,
C2Cl2FH_TRANS,[TRANS],(G),298.15,6000,-147341.207,314.5915482,-169063.4442,55.30752563,0.123389404,-828284,0,-0.00008061,1.9396E-08,,,,,,,
CClFH,[],(G),298.15,6000,-81675.32452,268.3748142,-83145.15173,24.95618057,0.088997046,-157120,0,-5.66775E-05,1.34216E-08,,,,,,,
CClFH2,[],(G),298.15,6000,-251980.2759,264.2893303,-270004.7738,15.43170166,0.130163745,-70244,0,-7.78002E-05,1.76571E-08,,,,,,,
CClF2H,[],(G),298.15,6000,-450212.7305,280.7785,-475005.7885,29.4445343,0.127019629,-410166,0,-8.36482E-05,2.01865E-08,,,,,,,
CCl2FH,[],(G),298.15,6000,-255132.0472,293.1664181,-280005.6704,42.36898804,0.104575757,-615858,0,-6.86425E-05,1.66018E-08,,,,,,,
C2ClFH2,[],(G),298.15,6000,-150206.4319,284.376246,-165113.4304,65.21496582,0.089625989,-1710432,0,-5.37544E-05,1.26884E-08,,,,,,,
CClFO,[],(G),298.15,6000,-418716.1566,276.5780294,-429493.9548,40.76843262,0.073216479,-547762,0,-4.93107E-05,1.19275E-08,,,,,,,
CClH2,[],(G),298.15,6000,115051.5538,243.3027684,116843.1385,29.09614,0.05872914,-103162,0,-2.73539E-05,5.04933E-09,,,,,,,
CClH3,[],(G),298.15,6000,-66269.19626,234.2129244,-81853.44014,8.827316,0.11933896,130508,0,-6.19595E-05,1.26057E-08,,,,,,,
CCl2H,[],(G),298.15,6000,76627.59542,277.7059108,73877.91118,45.04821014,0.053154517,-497488,0,-3.21943E-05,7.47219E-09,,,,,,,
CCl2H2,[],(G),298.15,6000,-75302.61026,270.2266018,-95005.29696,27.47470474,0.109597925,-347554,0,-6.43371E-05,1.4506E-08,,,,,,,
CCl3H,[],(G),298.15,6000,-74886.81666,296.2190313,-102705.433,51.96273041,0.09403562,-762534,0,-5.60358E-05,1.3543E-08,,,,,,,
C2ClH,[],(G),298.15,6000,197750.7922,241.8384439,212863.9739,54.34702301,0.030217218,-720022,0,-1.11094E-05,1.5147E-09,,,,,,,
C2ClH3,[],(G),298.15,6000,31796.4232,263.8805663,22993.95342,23.54097748,0.140221997,-462080,0,-7.84827E-05,1.71374E-08,,,,,,,
C2ClH5_*,[*],(G),298.15,4000,-75098.88496,275.747174,-112265.3782,11.9715786,0.209784961,-217134,0,-0.000114093,2.41835E-08,,,,,,,
C2Cl2H2,[],(G),298.15,6000,18837.14965,296.8814011,3392.019996,45.13819885,0.121010254,-575116,0,-7.17869E-05,1.62988E-08,,,,,,,
"C2Cl2H2_1,1","[1,1]",(G),298.15,6000,19270.27817,288.0238061,2294.668291,48.07256317,0.115392041,-869396,0,-0.0000678,1.53094E-08,,,,,,,
