PbH2PO4+ ClO4- 0.2
PbHCO3+ Cl- 0.2
PbHCO3+ ClO4- 0.2
PbOH+ Cl- -0.05
PbOH+ ClO4- -0.05
Pb+2 Cl- 0.15
Pb+2 ClO4- 0.15
PbS(HS)- Na+ 0.08
PbSO4 Cl- 0.025
PbSO4 ClO4- 0.025
PbSO4 Na+ 0.025
Pd(NH3)2+2 Cl- 0.82
Pd(NH3)2+2 ClO4- 0.82
Pd(NH3)3+2 Cl- 0.82
Pd(NH3)3+2 ClO4- 0.82
Pd(NH3)4+2 Cl- 0.82
Pd(NH3)4+2 ClO4- 0.82
Pd(OH)3- Na+ -0.05
PdCl3- Na+ -0.02
PdCl4-2 Na+ -0.1
PdCl+ Cl- 0.2
PdCl+ ClO4- 0.2
PdNH3+2 Cl- 0.82
PdNH3+2 ClO4- 0.82
PdOH+ Cl- 0.2
PdOH+ ClO4- 0.2
Pd+2 Cl- 0.82
Pd+2 ClO4- 0.82
Po(NO3)2+2 Cl- 0.7
Po(NO3)2+2 ClO4- 0.7
Po(NO3)3+ Cl- 0.5
Po(NO3)3+ ClO4- 0.5
Po(OH)2+2 Cl- 0.4
Po(OH)2+2 ClO4- 0.4
Po(OH)3+ Cl- 0.2
Po(OH)3+ ClO4- 0.2
Po(OH)6-2 Na+ -0.1
Po(OH)Cl4- Na+ -0.05
Po(SO4)3-2 Na+ -0.1
PO4-3 Na+ -0.25
PoCl3- Na+ -0.05
PoCl6-2 Na+ -0.1
PoCl+ Cl- 0.2
PoCl+ ClO4- 0.2
PoNO3+3 Cl- 0.7
PoNO3+3 ClO4- 0.7
PoOH+3 Cl- 0.6
PoOH+3 ClO4- 0.6
Po+2 Cl- 0.4
Po+2 ClO4- 0.4
Po+4 Cl- 0.8
Po+4 ClO4- 0.8
PoSO4+2 Cl- 0.4
PoSO4+2 ClO4- 0.4
Pu(CO3)2- Na+ -0.1
Pu(CO3)3-3 Na+ -0.15
Pu(CO3)4-4 Na+ -0.2
Pu(CO3)5-6 Na+ -0.3
Pu(Edta) Cl- -0.095
Pu(Edta) ClO4- -0.095
Pu(Edta) Na+ -0.095
Pu(Edta)(OH)2-2 Na+ -0.1
Pu(Edta)- Na+ 0.01
Pu(Edta)OH- Na+ -0.05
Pu(HCit)+ Cl- 0.05
Pu(OH)2+2 Cl- 0.1
Pu(OH)2+2 ClO4- 0.4
Pu(OH)2+ Cl- 0.05
Pu(OH)2+ ClO4- 0.2
Pu(OH)3+ Cl- 0.05
Pu(OH)3+ ClO4- 0.2
Pu(Ox)2- Na+ -0.05
Pu(Ox)3-2 Na+ -0.1
Pu(Ox)3-3 Na+ -0.15
Pu(Ox)+2 Cl- 0.4
Pu(Ox)+2 ClO4- 0.4
Pu(Ox)+ Cl- 0.05
Pu(SO4)2- Na+ -0.05
PuCl+2 Cl- 0.39
PuCl+2 ClO4- 0.39
PuCl+3 Cl- 0.85
PuCl+3 ClO4- 0.85
PuCO3(OH)3- Na+ -0.05
PuCO3+ Cl- 0.05
PuCO3+ ClO4- 0.2
PuF2+2 Cl- 0.15
PuF2+2 ClO4- 0.36
PuF2+ Cl- 0.05
PuF2+ ClO4- 0.2
PuF+2 Cl- 0.15
PuF+2 ClO4- 0.4
PuF+3 Cl- 0.25
PuF+3 ClO4- 0.56
PuH2PO4+2 Cl- 0.15
PuH2PO4+2 ClO4- 0.4
PuH3PO4+4 Cl- 0.35
PuH3PO4+4 ClO4- 0.8
PuNO3+3 Cl- 0.25
PuNO3+3 ClO4- 0.7
PuO2(CO3)2-2 Na+ -0.1
PuO2(CO3)2-3 Na+ -0.15
PuO2(CO3)3-4 Na+ -0.2
PuO2(CO3)3-5 Na+ -0.25
PuO2(OH)3- Na+ -0.05
PuO2(SO4)2-2 Na+ -0.1
PuO2Cl+ Cl- 0.36
PuO2Cl+ ClO4- 0.5
PuO2CO3- Na+ -0.18
PuO2F+ Cl- 0.05
PuO2F+ ClO4- 0.29
PuO2H2PO4+ Cl- 0.05
PuO2H2PO4+ ClO4- 0.2
PuO2OH+ Cl- 0.05
PuO2OH+ ClO4- 0.2
PuO2+2 Cl- 0.19
PuO2+2 ClO4- 0.46
PuO2+ Cl- 0.05
PuO2+ ClO4- 0.24
PuO2PO4- Na+ -0.05
PuO2SiO(OH)3+ Cl- 0.2
PuO2SiO(OH)3+ ClO4- 0.2
PuO2SO4- Na+ 0.07
PuOH+2 Cl- 0.15
PuOH+2 ClO4- 0.39
PuOH+3 Cl- 0.2
PuOH+3 ClO4- 0.5
Pu+3 Cl- 0.23
Pu+3 ClO4- 0.49
Pu+4 Cl- 0.37
Pu+4 ClO4- 0.82
PuSCN+2 Cl- 0.15
PuSCN+2 ClO4- 0.39
PuSiO(OH)3+2 Cl- 0.15
PuSiO(OH)3+2 ClO4- 0.4
PuSiO(OH)3+3 Cl- 0.55
PuSiO(OH)3+3 ClO4- 0.55
PuSO4+2 Cl- 0.15
PuSO4+2 ClO4- 0.36
PuSO4+ Cl- 0.05
PuSO4+ ClO4- 0.2
RaF+ Cl- 0.05
RaHCO3+ Cl- 0.05
RaOH+ Cl- 0.05
Ra+2 Cl- 0.06
S-2 Na+ -0.1
S2O3-2 Na+ -0.08
SCN- Na+ 0.05
Se-2 Na+ -0.1
Se2-2 Na+ -0.1
Se3-2 Na+ -0.1
Se4-2 Na+ -0.05
SeCN- Na+ 0.05
SeO3-2 Na+ -0.1
SeO4-2 Na+ -0.12
Si(OH)4 Cl- 0.015
Si(OH)4 ClO4- 0.015
Si(OH)4 Na+ 0.015
SiAlO3(OH)4-3 Na+ -0.15
SiO(OH)3- Na+ -0.05
SiO2(OH)2-2 Na+ -0.07
Sm(CO3)2- Na+ -1.17
Sm(OH)2+ Cl- 0.05
Sm(OH)2+ ClO4- 0.2
Sm(OH)4- Na+ -0.05
Sm(SO4)2- Na+ 0.22
Sm2(OH)2+4 Cl- 0.35
Sm2(OH)2+4 ClO4- 0.71
Sm3(OH)5+4 Cl- 0.35
Sm3(OH)5+4 ClO4- 0.48
SmCO3+ Cl- 0.05
SmCO3+ ClO4- 0.15
SmF2+ Cl- 0.05
SmF2+ ClO4- 0.2
SmF+2 Cl- 0.15
SmF+2 ClO4- 0.32
SmH2PO4+2 Cl- 0.15
SmH2PO4+2 ClO4- 0.18
SmOH+2 Cl- 0.15
SmOH+2 ClO4- -0.2
Sm+3 Cl- 0.25
Sm+3 ClO4- 0.47
SmSO4+ Cl- 0.05
SmSO4+ ClO4- 0.27
Sn(HPO4)2-2 Na+ -0.1
Sn(HPO4)3-4 Na+ -0.2
Sn(NO3)2 Cl- 0.065
Sn(NO3)2 ClO4- 0.065
Sn(NO3)2 Na+ 0.065
Sn(OH)3- Na+ 0.22
Sn(OH)5- Na+ -0.05
Sn(OH)6-2 Na+ -0.1
Sn3(OH)4+2 Cl- -0.02
Sn3(OH)4+2 ClO4- -0.02
SnBr2 Cl- 0.07
SnBr2 ClO4- 0.07
SnBr2 Na+ 0.07
SnBr3- Na+ 0.16
SnBr+ Cl- 0.15
SnBr+ ClO4- 0.15
SnCl2+2 Cl- 0.49
SnCl2+2 ClO4- 0.49
SnCl3- Na+ 0.07
SnCl4-2 Na+ -0.1
SnCl5- Na+ -0.05
SnCl6-2 Na+ -0.1
SnCl+3 Cl- 0.56
SnCl+3 ClO4- 0.56
SnCl+ Cl- 0.04
SnCl+ ClO4- 0.04
SnF2 Cl- 0.005
SnF2 ClO4- 0.005
SnF2 Na+ 0.005
SnF3- Na+ -0.05
SnF6-2 Na+ -0.1
SnF+ Cl- 0.14
SnF+ ClO4- 0.14
SnH2PO4HPO4- Na+ -0.05
SnH2PO4+ Cl- 0.2
SnH2PO4+ ClO4- 0.2
SnNO3+ Cl- 0.17
SnNO3+ ClO4- 0.17
SnOH+ Cl- -0.07
SnOH+ ClO4- -0.07
Sn+2 Cl- 0.14
Sn+2 ClO4- 0.19
Sn+4 Cl- 0.7
Sn+4 ClO4- 0.7
SnPO4- Na+ -0.05
SnSCN+ Cl- -0.17
SnSCN+ ClO4- -0.17
SnSO4 Cl- 0.095
SnSO4 ClO4- 0.095
SnSO4 Na+ 0.095
SO3-2 Na+ -0.08
SO4-2 Na+ -0.12
SrF+ Cl- 0.05
SrH2PO4+ Cl- 0.05
SrHCO3+ Cl- 0.05
SrOH+ Cl- 0.05
Sr+2 Cl- 0.12
SrPO4- Na+ -0.05
SrUO2(CO3)3-2 Na+ -0.1
Tc2O2(OH)2+2 Cl- -0.43
Tc2O2(OH)2+2 ClO4- 0.4
Tc2OCl10-4 Na+ 0.89
TcCl5- Na+ -0.05
TcCl6-2 Na+ -0.1
TcCO3(OH)3- Na+ -0.05
TcO(OH)3- Na+ -0.08
Tc+3 Cl- 0.25
Tc+3 ClO4- 0.6
Th(CO3)5-6 Na+ -0.3
Th(H2PO4)2+2 Cl- 0.15
Th(H2PO4)2+2 ClO4- 0.4
Th(H3PO4)(H2PO4)+3 Cl- 0.25
Th(H3PO4)(H2PO4)+3 ClO4- 0.5
Th(IO3)2+2 Cl- 0.15
Th(IO3)2+2 ClO4- 0.43
Th(IO3)3+ Cl- 0.05
Th(IO3)3+ ClO4- 0.25
Th(NO3)2+2 Cl- 0.15
Th(NO3)2+2 ClO4- 0.43
Th(OH)2(CO3)2-2 Na+ -0.1
Th(OH)2+2 Cl- 0.13
Th(OH)2+2 ClO4- 0.33
Th(OH)3(SiO(OH)3)3-2 Na+ -0.1
Th(OH)3CO3- Na+ -0.05
Th(OH)4CO3-2 Na+ -0.1
Th(SCN)2+2 Cl- 0.15
Th(SCN)2+2 ClO4- 0.38
Th(SO4)3-2 Na+ -0.091
Th2(OH)2+6 Cl- 0.4
Th2(OH)2+6 ClO4- 1.22
Th2(OH)3+5 Cl- 0.29
Th2(OH)3+5 ClO4- 0.91
Th4(OH)8+8 Cl- 0.7
Th4(OH)8+8 ClO4- 1.69
Th4(OH)12+4 Cl- 0.25
Th4(OH)12+4 ClO4- 0.56
Th6(OH)14+10 Cl- 0.83
Th6(OH)14+10 ClO4- 2.2
Th6(OH)15+9 Cl- 0.72
Th6(OH)15+9 ClO4- 1.85
ThCl+3 Cl- 0.62
ThCl+3 ClO4- 0.62
ThF2+2 Cl- 0.15
ThF2+2 ClO4- 0.3
ThF3+ Cl- 0.05
ThF3+ ClO4- 0.1
ThF6-2 Na+ -0.3
ThF+3 Cl- 0.25
ThF+3 ClO4- 0.48
ThH2PO4+3 Cl- 0.25
ThH2PO4+3 ClO4- 0.5
ThH3PO4+4 Cl- 0.35
ThH3PO4+4 ClO4- 0.7
ThIO3+3 Cl- 0.25
ThIO3+3 ClO4- 0.56
ThNO3+3 Cl- 0.25
ThNO3+3 ClO4- 0.56
ThOH(CO3)4-5 Na+ -0.22
ThOH+3 Cl- 0.19
ThOH+3 ClO4- 0.48
Th+4 Cl- 0.25
Th+4 ClO4- 0.7
ThSCN+3 Cl- 0.25
ThSCN+3 ClO4- 0.5
ThSO4+2 Cl- 0.14
ThSO4+2 ClO4- 0.3
Ti2(OH)2+4 Cl- 0.6
Ti2(OH)2+4 ClO4- 0.8
TiO(OH)3- Na+ -0.05
TiOH+2 Cl- 0.14
TiOH+2 ClO4- 0.4
TiOOH+ Cl- 0.05
TiOOH+ ClO4- 0.2
TiO+2 Cl- 0.15
TiO+2 ClO4- 0.4
Ti+3 Cl- 0.25
Ti+3 ClO4- 0.6
U(CO3)4-4 Na+ -0.09
U(CO3)5-6 Na+ -0.3
U(NO3)2+2 Cl- 0.15
U(NO3)2+2 ClO4- 0.49
U(OH)2+2 Cl- 0.15
U(OH)2+2 ClO4- 0.4
U(OH)3+ Cl- 0.05
U(OH)3+ ClO4- 0.2
U(Ox)3-2 Na+ -0.1
U(Ox)4-4 Na+ -0.2
U(SCN)2+2 Cl- 0.15
U(SCN)2+2 ClO4- 0.3
UCl+3 Cl- 0.59
UCl+3 ClO4- 0.59
UCO3(OH)3- Na+ -0.05
UEdta Cl- -0.095
UEdta ClO4- -0.095
UEdta Na+ -0.095
UEdta(OH)2-2 Na+ -0.1
UEdtaOH- Na+ -0.05
UF2+2 Cl- 0.3
UF2+2 ClO4- 0.3
UF3+ Cl- 0.1
UF3+ ClO4- 0.1
UF5- Na+ -0.05
UF6-2 Na+ -0.1
UF+3 Cl- 0.25
UF+3 ClO4- 0.48
UH2PO4+3 Cl- 0.25
UH2PO4+3 ClO4- 0.6
UI+3 Cl- 0.25
UI+3 ClO4- 0.55
UNO3+3 Cl- 0.25
UNO3+3 ClO4- 0.62
UO2(CO3)2-2 Na+ -0.15
UO2(CO3)3-4 Na+ -0.01
UO2(CO3)3-5 Na+ -0.92
UO2(H2PO4)(H3PO4)+ Cl- 0.05
UO2(H2PO4)(H3PO4)+ ClO4- 0.2
UO2(H3Isa)3- Na+ -0.05
UO2(H3Isa)+ Cl- 0.2
UO2(H3Isa)+ ClO4- 0.2
UO2(HEdta)- Na+ -0.18
UO2(OH)3- Na+ -0.24
UO2(OH)4-2 Na+ 0.01
UO2(Ox)2-2 Na+ -0.18
UO2(Ox)3-4 Na+ -0.01
UO2(SeO4)2-2 Na+ -0.1
UO2(SO4)2-2 Na+ -0.12
UO2(SO4)3-4 Na+ -0.26
UO2Cit- Na+ -0.11
UO2Cl+ Cl- 0.33
UO2Cl+ ClO4- 0.33
UO2CO3 Cl- 0.075
UO2CO3 ClO4- 0.075
UO2CO3 Na+ 0.075
UO2CO3F2-2 Na+ -0.02
UO2CO3F3-3 Na+ -0.25
UO2Edta-2 Na+ -0.22
UO2F2 Cl- 0.065
UO2F2 ClO4- 0.065
UO2F2 Na+ 0.065
UO2F3- Na+ -0.14
UO2F4-2 Na+ -0.3
UO2F+ Cl- 0.05
UO2F+ ClO4- 0.28
UO2H2AsO4+ Cl- 0.05
UO2H2AsO4+ ClO4- 0.2
UO2H2PO4+ Cl- 0.05
UO2H2PO4+ ClO4- 0.2
UO2H3PO4+2 Cl- 0.15
UO2H3PO4+2 ClO4- 0.4
UO2HSeO3+ Cl- 0.05
UO2HSeO3+ ClO4- 0.2
UO2IO3+ Cl- 0.05
UO2IO3+ ClO4- 0.33
UO2NO3+ Cl- 0.05
UO2NO3+ ClO4- 0.33
UO2OH+ Cl- 0.05
UO2OH+ ClO4- -0.06
UO2Ox Cl- -0.025
UO2Ox ClO4- -0.025
UO2Ox Na+ -0.025
UO2+2 Cl- 0.21
UO2+2 ClO4- 0.46
UO2+ Cl- 0.05
UO2+ ClO4- 0.26
UO2PO4- Na+ -0.09
UO2SCN+ Cl- 0.05
UO2SCN+ ClO4- 0.26
UO2SiO(OH)3+ Cl- 0.3
UO2SiO(OH)3+ ClO4- 0.3
UOH+3 Cl- 0.25
UOH+3 ClO4- 0.48
UOx+2 Cl- 0.4
UOx+2 ClO4- 0.4
U+4 Cl- 0.35
U+4 ClO4- 0.76
USCN+3 Cl- 0.25
USCN+3 ClO4- 0.52
USO4+2 Cl- 0.15
USO4+2 ClO4- 0.3
Zn(CO3)2-2 Na+ -0.1
Zn(H2PO4)(HPO4)- Na+ -0.05
Zn(HPO4)(PO4)-3 Na+ -0.15
Zn(HPO4)2-2 Na+ -0.1
Zn(HPO4)3-4 Na+ -0.2
Zn(HS)3- Na+ -0.05
Zn(OH)2HPO4-2 Na+ -0.1
Zn(OH)3- Na+ 0.07
Zn(OH)4-2 Na+ 0.13
Zn(SO4)2-2 Na+ 0.38
Zn2CO3+2 Cl- 0.4
Zn2CO3+2 ClO4- 0.4
Zn2OH+3 Cl- 0.86
Zn2OH+3 ClO4- 0.86
ZnCl2 Cl- 0.105
ZnCl2 ClO4- 0.105
ZnCl2 Na+ 0.105
ZnCl3- Na+ 0.17
ZnCl4-2 Na+ -0.1
ZnCl+ Cl- 0.24
ZnCl+ ClO4- 0.24
ZnH2PO4+ Cl- 0.2
ZnH2PO4+ ClO4- 0.2
ZnHCO3+ Cl- 0.45
ZnHCO3+ ClO4- 0.45
ZnOH+ Cl- 0.19
ZnOH+ ClO4- 0.19
Zn+2 Cl- 0.35
Zn+2 ClO4- 0.35
ZnS(HS)- Na+ -0.05
ZnSO4 Cl- 0.135
ZnSO4 ClO4- 0.135
ZnSO4 Na+ 0.135
Zr(CO3)4-4 Na+ -0.09
Zr(NO3)2+2 Cl- 0.15
Zr(NO3)2+2 ClO4- 0.84
Zr(OH)2+2 Cl- 0.15
Zr(OH)2+2 ClO4- 0.62
Zr(OH)6-2 Na+ -0.1
Zr(SO4)3-2 Na+ -0.1
Zr3(OH)4+8 Cl- 0.33
Zr3(OH)4+8 ClO4- 1.89
Zr3(OH)9+3 Cl- 0.25
Zr3(OH)9+3 ClO4- 0.93
Zr4(OH)8+8 Cl- 0.75
Zr4(OH)8+8 ClO4- 3.61
Zr4(OH)15+ Cl- 0.05
Zr4(OH)15+ ClO4- 0.09
ZrCl2+2 Cl- 0.84
ZrCl2+2 ClO4- 0.84
ZrCl+3 Cl- 0.87
ZrCl+3 ClO4- 0.87
ZrF2+2 Cl- 0.15
ZrF2+2 ClO4- 0.47
ZrF3+ Cl- 0.05
ZrF3+ ClO4- 0.2
ZrF5- Na+ -0.14
ZrF6-2 Na+ -0.15
ZrF+3 Cl- 0.25
ZrF+3 ClO4- 0.63
ZrNO3+3 Cl- 0.25
ZrNO3+3 ClO4- 0.88
ZrOH+3 Cl- 0.25
ZrOH+3 ClO4- 0.57
Zr+4 Cl- 0.33
Zr+4 ClO4- 0.89
ZrSO4+2 Cl- 0.15
ZrSO4+2 ClO4- 0.39
ZrSO4+2 Na+ 0
