FeSCN+2 ClO4- 0.49
FeSeO3+ Cl- 0.2
FeSeO3+ ClO4- 0.2
FeSiO(OH)3+2 Cl- 0.04
FeSiO(OH)3+2 ClO4- 0.04
FeSO4+ Cl- 0.4
FeSO4+ ClO4- 0.4
H2AsO4- Na+ -0.01
H2Cit- Na+ -0.05
H2Edta-2 Na+ -0.37
H2Fe(CN)6-2 Na+ -0.1
H2Nb6O19-6 Na+ 0.3
H2PO4- Na+ -0.08
H2S Cl- 0.0275
H2S ClO4- 0.0275
H2S Na+ 0.0275
H3Edta- Na+ -0.33
H3Isa- Na+ -0.05
H3Nb6O19-5 Na+ 0.25
H4Edta Cl- -0.145
H4Edta ClO4- -0.145
H4Edta Na+ -0.145
H5Edta+ Cl- -0.23
H5Edta+ ClO4- -0.23
H6Edta+2 Cl- -0.2
H6Edta+2 ClO4- -0.2
HAsO4-2 Na+ -0.1
HCit-2 Na+ -0.04
HEdta-3 Na+ -0.1
HF2- Na+ -0.11
HFe(CN)6-3 Na+ -0.15
Hg(HS)2 Cl- 0.0275
Hg(HS)2 ClO4- 0.0275
Hg(HS)2 Na+ 0.0275
Hg(OH)2 Cl- -0.04
Hg(OH)2 ClO4- -0.04
Hg(OH)2 Na+ -0.04
Hg(OH)3- Na+ -0.05
Hg(SO4)2-2 Na+ -0.1
Hg2OH+ Cl- -0.13
Hg2OH+ ClO4- -0.13
Hg2+2 Cl- 0.09
Hg2+2 ClO4- 0.09
HgCl2 Cl- 0.005
HgCl2 ClO4- 0.005
HgCl3- Na+ 0.05
HgCl4-2 Na+ 0.08
HgCl+ Cl- 0.15
HgCl+ ClO4- 0.15
HgHCO3+ Cl- 0.2
HgHCO3+ ClO4- 0.2
HgOHCl Cl- -0.005
HgOHCl ClO4- -0.005
HgOHCl Na+ -0.005
HgOHCO3- Na+ -0.05
HgOH+ Cl- 0.06
HgPO4- Na+ -0.05
HgS(HS)- Na+ 0.08
HgS2-2 Na+ -0.1
HMoO4- Na+ -0.05
HNb6O19-7 Na+ 0.35
Ho(CO3)2- Na+ -1.17
Ho(OH)2+ Cl- 0.05
Ho(OH)2+ ClO4- 0.2
Ho(OH)4- Na+ -0.05
Ho(SO4)2- Na+ 0.22
HoCO3+ Cl- 0.05
HoCO3+ ClO4- 0.15
HoF2+ Cl- 0.05
HoF2+ ClO4- 0.2
HoF+2 Cl- 0.18
HoF+2 ClO4- 0.34
HoH2PO4+2 Cl- 0.15
HoH2PO4+2 ClO4- 0.18
HoOH+2 Cl- 0.15
HoOH+2 ClO4- -0.05
Ho+3 Cl- 0.29
Ho+3 ClO4- 0.49
HoSO4+ Cl- 0.05
HoSO4+ ClO4- 0.27
HOx- Na+ -0.07
HP2O7-3 Na+ -0.15
H+ Cl- 0.12
H+ ClO4- 0.14
HPO4-2 Na+ -0.15
HS- Na+ 0.08
HSe- Na+ -0.05
HSe4- Na+ -0.03
HSeO3- Na+ -0.05
HSeO4- Na+ -0.01
HSO3- Na+ -0.05
HSO4- Na+ -0.01
I- Na+ 0.08
I3- Na+ -0.05
IO3- Na+ -0.06
KCO3- Na+ -0.05
KEdta-3 Na+ -0.15
KFe(CN)6-2 Na+ -0.1
KFe(CN)6-3 Na+ -0.15
KHPO4- Na+ -0.05
KPO4-2 Na+ -0.1
KSO4- Na+ -0.05
LiHPO4- Na+ -0.05
Li+ Cl- 0.1
LiPO4-2 Na+ -0.1
LiSO4- Na+ -0.05
Mg(Cit)- Na+ 0.03
Mg(Edta)-2 Na+ -0.01
Mg(H2Cit)+ Cl- 0.05
Mg(HCit) Cl- 0.01
Mg(HCit) ClO4- 0.01
Mg(HCit) Na+ 0.01
Mg(HEdta)- Na+ 0.11
Mg(Ox)2-2 Na+ -0.15
MgF+ Cl- -0.02
MgH2PO4+ Cl- 0.05
MgHCO3+ Cl- 0.05
MgOH+ Cl- 0.05
Mg+2 Cl- 0.19
MgPO4- Na+ -0.05
MgSiO(OH)3+ Cl- 0.05
MgSiO(OH)3+ ClO4- 0.2
MgUO2(CO3)3-2 Na+ -0.1
Mn(OH)2+ Cl- 0.2
Mn(OH)2+ ClO4- 0.2
Mn(OH)3- Na+ -0.05
Mn(OH)4-2 Na+ -0.1
MnCl+2 Cl- 0.4
MnCl+2 ClO4- 0.4
MnCl+ Cl- 0.4
MnCl+ ClO4- 0.4
MnF2+ Cl- 0.2
MnF2+ ClO4- 0.2
MnF+2 Cl- 0.4
MnF+2 ClO4- 0.4
MnF+ Cl- 0.23
MnF+ ClO4- 0.23
MnHCO3+ Cl- 0.2
MnHCO3+ ClO4- 0.2
MnOHF+ Cl- 0.2
MnOHF+ ClO4- 0.2
MnOH+2 Cl- 0.4
MnOH+2 ClO4- 0.4
MnOH+ Cl- 0.2
MnOH+ ClO4- 0.2
Mn+2 Cl- 0.38
Mn+2 ClO4- 0.38
Mn+3 Cl- 0.6
Mn+3 ClO4- 0.6
MoO4-2 Na+ 0.04
Na(Edta)-3 Na+ -0.15
NaCO3- Na+ -0.05
NaHPO4- Na+ -0.05
Na+ As(OH)4- -0.05
Na+ HgCl2 0.005
Na+ HPo- -0.05
Na+ Po-2 -0.1
Na+ PoCl4-2 -0.1
Na+ TcO4- -0.05
NaPO4-2 Na+ -0.1
NaSO4- Na+ -0.05
Nb(OH)4+ Cl- 0.05
Nb(OH)4+ ClO4- 0.21
Nb(OH)5 Cl- -0.035
Nb(OH)5 ClO4- -0.035
Nb(OH)5 Na+ -0.035
Nb(OH)6- Na+ 1.57
Nb(OH)7-2 Na+ 1.98
Nb6O19-8 Na+ 0.4
NH4+ Cl- -0.01
NH4+ ClO4- -0.08
Ni(Cit)- Na+ 0.22
Ni(Cit)2-4 Na+ -0.2
Ni(CN)4-2 Na+ 0.185
Ni(CN)5-3 Na+ 0.25
Ni(CO3)2-2 Na+ -0.1
Ni(Edta)-2 Na+ -0.1
Ni(H2Cit)+ Cl- 0.12
Ni(H2Cit)+ ClO4- 0.12
Ni(H3Isa)+ Cl- 0.2
Ni(H3Isa)+ ClO4- 0.2
Ni(HCit) Cl- -0.035
Ni(HCit) ClO4- -0.035
Ni(HCit) Na+ -0.035
Ni(HEdta)- Na+ -0.05
Ni(NH3)2+2 Cl- 0.15
Ni(NH3)2+2 ClO4- 0.4
Ni(NH3)3+2 Cl- 0.15
Ni(NH3)3+2 ClO4- 0.4
Ni(NH3)4+2 Cl- 0.15
Ni(NH3)4+2 ClO4- 0.4
Ni(NH3)5+2 Cl- 0.15
Ni(NH3)5+2 ClO4- 0.4
Ni(NH3)6+2 Cl- 0.15
Ni(NH3)6+2 ClO4- 0.4
Ni(OH)3- Na+ -0.05
Ni(Ox) Cl- -0.035
Ni(Ox) ClO4- -0.035
Ni(Ox) Na+ -0.035
Ni(Ox)2-2 Na+ -0.26
Ni(SCN)2 Cl- 0.19
Ni(SCN)2 ClO4- 0.19
Ni(SCN)2 Na+ 0.19
Ni(SCN)3- Na+ 0.66
Ni2OH+3 Cl- 0.25
Ni2OH+3 ClO4- 0.59
Ni4(OH)4+4 Cl- 0.43
Ni4(OH)4+4 ClO4- 1.08
NiCl+ Cl- 0.47
NiCl+ ClO4- 0.47
NiF+ Cl- 0.05
NiF+ ClO4- 0.34
NiHCO3+ Cl- 0.05
NiHCO3+ ClO4- 0.2
NiHP2O7- Na+ -0.05
NiHS+ Cl- 0.05
NiHS+ ClO4- 0.2
NiNH3+2 Cl- 0.15
NiNH3+2 ClO4- 0.4
NiNO3+ Cl- 0.05
NiNO3+ ClO4- 0.37
NiOH+ Cl- -0.01
NiP2O7-2 Na+ -0.1
NiSCN+ Cl- 0.05
NiSCN+ ClO4- 0.31
NiSeCN+ Cl- 0.05
NiSeCN+ ClO4- 0.2
NiSiO(OH)3+ Cl- 0.5
NiSiO(OH)3+ ClO4- 0.5
NO3- Na+ -0.04
Np(CO3)2- Na+ -0.14
Np(CO3)3-3 Na+ -0.23
Np(CO3)4-4 Na+ -0.2
Np(CO3)5-6 Na+ -0.3
Np(Edta) Cl- -0.095
Np(Edta) ClO4- -0.095
Np(Edta) Na+ -0.095
Np(OH)2(CO3)2-2 Na+ -0.3
Np(OH)2+2 Cl- 0.15
Np(OH)2+2 ClO4- 0.4
Np(OH)2+ Cl- 0.05
Np(OH)2+ ClO4- 0.2
Np(OH)3(H3Isa)2- Na+ -0.05
Np(OH)3+ Cl- 0.05
Np(OH)3+ ClO4- 0.2
Np(OH)4(H3Isa)- Na+ -0.05
Np(OH)4(H3Isa)2-2 Na+ -0.1
Np(Ox)3-2 Na+ -0.1
Np(Ox)+2 Cl- 0.4
Np(Ox)+2 ClO4- 0.4
Np(SCN)2+2 Cl- 0.15
Np(SCN)2+2 ClO4- 0.38
Np(SCN)3+ Cl- 0.05
Np(SCN)3+ ClO4- 0.17
Np(SO4)2- Na+ -0.05
NpCl2+ Cl- 0.05
NpCl2+ ClO4- 0.2
NpCl+2 Cl- 0.15
NpCl+2 ClO4- 0.4
NpCl+3 Cl- 0.25
NpCl+3 ClO4- 0.81
NpCO3+ Cl- 0.01
NpCO3+ ClO4- 0.17
NpF2+2 Cl- 0.15
NpF2+2 ClO4- 0.38
NpF2+ Cl- 0.05
NpF2+ ClO4- 0.2
NpF+2 Cl- 0.15
NpF+2 ClO4- 0.4
NpF+3 Cl- 0.25
NpF+3 ClO4- 0.58
NpI+3 Cl- 0.25
NpI+3 ClO4- 0.88
NpNO3+3 Cl- 0.25
NpNO3+3 ClO4- 0.6
NpO2(CO3)2-2 Na+ -0.02
NpO2(CO3)2-3 Na+ -0.33
NpO2(CO3)2OH-4 Na+ -0.4
NpO2(CO3)3-4 Na+ -0.4
NpO2(CO3)3-5 Na+ -0.53
NpO2(H2Edta)- Na+ -0.18
NpO2(HEdta)-2 Na+ 0.07
NpO2(HPO4)2-2 Na+ -0.1
NpO2(OH)2- Na+ -0.01
NpO2(OH)3- Na+ -0.2
NpO2(OH)4-2 Na+ -0.12
NpO2(Ox)2-3 Na+ -0.3
NpO2(SO4)2-2 Na+ -0.1
NpO2Cit-2 Na+ -0.06
NpO2Cl+ Cl- 0.05
NpO2Cl+ ClO4- 0.5
NpO2CO3(OH)2-3 Na+ -0.15
NpO2CO3- Na+ -0.18
NpO2CO3OH-2 Na+ -0.1
NpO2Edta-3 Na+ 0.2
NpO2EdtaOH-4 Na+ 0.32
NpO2F2- Na+ -0.01
NpO2F+ Cl- 0.05
NpO2F+ ClO4- 0.29
NpO2H2PO4+ Cl- 0.05
NpO2H2PO4+ ClO4- 0.2
NpO2HPO4- Na+ -0.05
NpO2IO3+ Cl- 0.05
NpO2IO3+ ClO4- 0.33
NpO2OH+ Cl- 0.05
NpO2OH+ ClO4- -0.06
NpO2Ox- Na+ -0.4
NpO2+2 Cl- 0.15
NpO2+2 ClO4- 0.46
NpO2+ Cl- 0.09
NpO2+ ClO4- 0.25
NpO2SiO(OH)3+ Cl- 0.2
NpO2SiO(OH)3+ ClO4- 0.2
NpO2SO4- Na+ 0.07
NpOH+2 Cl- 0.15
NpOH+2 ClO4- 0.4
NpOH+3 Cl- 0.25
NpOH+3 ClO4- 0.5
Np+3 Cl- 0.25
Np+3 ClO4- 0.49
Np+4 Cl- 0.35
Np+4 ClO4- 0.84
NpSCN+3 Cl- 0.25
NpSCN+3 ClO4- 0.76
NpSiO(OH)3+2 Cl- 0.15
NpSiO(OH)3+2 ClO4- 0.4
NpSiO(OH)3+3 Cl- 0.44
NpSiO(OH)3+3 ClO4- 0.44
NpSO4+2 Cl- 0.15
NpSO4+2 ClO4- 0.5
NpSO4+ Cl- 0.05
NpSO4+ ClO4- 0.2
OH- Na+ 0.04
Ox-2 Na+ -0.08
P2O7-4 Na+ -0.26
Pa(OH)2+2 Cl- 0.15
Pa(OH)2+2 ClO4- 0.4
Pa(OH)3+ Cl- 0.05
Pa(OH)3+ ClO4- 0.2
PaO(OH)2+ Cl- 0.05
PaO(OH)2+ ClO4- 0.26
PaO(OH)4- Na+ -0.05
PaO(OH)+2 Cl- 0.15
PaO(OH)+2 ClO4- 0.39
PaO(SO4)2- Na+ 0.22
PaO(SO4)3-3 Na+ 0.03
PaOF2+ Cl- 0.05
PaOF2+ ClO4- 0.2
PaOF+2 Cl- 0.15
PaOF+2 ClO4- 0.4
PaOH+3 Cl- 0.25
PaOH+3 ClO4- 0.6
PaO+3 Cl- 0.25
PaO+3 ClO4- 0.6
PaOSO4+ Cl- 0.05
PaOSO4+ ClO4- 0.59
Pa+4 Cl- 0.35
Pa+4 ClO4- 0.8
Pb(CO3)2-2 Na+ -0.2
Pb(CO3)Cl- Na+ -0.05
Pb(CO3)OH- Na+ -0.05
Pb(HPO4)2-2 Na+ -0.1
Pb(HS)2 Cl- 0.0275
Pb(HS)2 ClO4- 0.0275
Pb(HS)2 Na+ 0.0275
Pb(OH)2 Cl- -0.13
Pb(OH)2 ClO4- -0.13
Pb(OH)2 Na+ -0.13
Pb(OH)3- Na+ -0.01
Pb(SO4)2-2 Na+ -0.11
Pb2OH+3 Cl- 0.34
Pb2OH+3 ClO4- 0.34
Pb3(OH)4+2 Cl- -0.5
Pb3(OH)4+2 ClO4- -0.5
Pb4(OH)4+4 Cl- -0.15
Pb4(OH)4+4 ClO4- -0.15
Pb6(OH)8+4 Cl- -0.63
Pb6(OH)8+4 ClO4- -0.63
PbCl2 Cl- -0.025
PbCl2 ClO4- -0.025
PbCl2 Na+ -0.025
PbCl3- Na+ -0.08
PbCl4-2 Na+ -0.1
PbCl+ Cl- 0.04
PbCl+ ClO4- 0.04
PbH2PO4+ Cl- 0.2
