#_ReacDC,Symbol_ReacDC,#_SIT,Symbol_SIT,eps_j_Cl-,sigma_eps_j_Cl-,eps_j_ClO4-,sigma_eps_j_ClO4-,eps_j_NO3-,sigma_eps_j_NO3-,eps_j_Li+,sigma_eps_j_Li+,eps_j_Na+,sigma_eps_j_Na+,eps_j_K+,sigma_eps_j_K+,eps_j_NaCl,sigma_eps_j_NaCl,eps_j_NaClO4,sigma_eps_j_NaClO4
,Cf+3,1,Cf+3,0.25,0.1,0.6,0.1,,,0,,0,,0,,0,,0,
1,CfF+2,2,CfF+2,0.15,0.1,0.4,0.1,,,0,,0,,0,,0,,0,
2,CfSO4+,3,CfSO4+,0.05,0.1,0.2,0.1,,,0,,0,,0,,0,,0,
3,CfSCN+2,4,CfSCN+2,0.15,0.1,0.4,0.1,,,0,,0,,0,,0,,0,
