#_ReacDC,Symbol_ReacDC,#_SIT,Symbol_SIT,eps_j_Cl-,sigma_eps_j_Cl-,eps_j_ClO4-,sigma_eps_j_ClO4-,eps_j_NO3-,sigma_eps_j_NO3-,eps_j_Li+,sigma_eps_j_Li+,eps_j_Na+,sigma_eps_j_Na+,eps_j_K+,sigma_eps_j_K+,eps_j_NaCl,sigma_eps_j_NaCl,eps_j_NaClO4,sigma_eps_j_NaClO4
,Ti+3,5,Ti+3,0.25,0.1,0.6,0.1,,,0,,0,,0,,0,,0,
5,Ti2(OH)2+4,7,Ti2(OH)2+4,0.6,0.3,0.8,0.1,,,0,,0,,0,,0,,0,
2,TiO(OH)2(aq),3,TiO(OH)2(aq),0,,0,,0,,0,,0,,0,,0,0.1,0,
3,TiO(OH)3-,4,TiO(OH)3-,0,,0,,0,,,,-0.05,0.1,,,0,,0,
,TiO+2,1,TiO+2,0.15,0.1,0.4,0.1,,,0,,0,,0,,0,,0,
4,TiOH+2,6,TiOH+2,0.14,0.11,0.4,0.1,,,0,,0,,0,,0,,0,
1,TiOOH+,2,TiOOH+,0.05,0.1,0.2,0.1,,,0,,0,,0,,0,,0,
