#_ReacDC,Symbol_ReacDC,#_SIT,Symbol_SIT,eps_j_Cl-,sigma_eps_j_Cl-,eps_j_ClO4-,sigma_eps_j_ClO4-,eps_j_NO3-,sigma_eps_j_NO3-,eps_j_Li+,sigma_eps_j_Li+,eps_j_Na+,sigma_eps_j_Na+,eps_j_K+,sigma_eps_j_K+,eps_j_NaCl,sigma_eps_j_NaCl,eps_j_NaClO4,sigma_eps_j_NaClO4
7,H2Nb6O19-6,7,H2Nb6O19-6,0,,0,,0,,,,0.3,0.5,,,0,,0,
4,H3Nb6O19-5,8,H3Nb6O19-5,0,,0,,0,,,,0.25,0.4,,,0,,0,
6,HNb6O19-7,6,HNb6O19-7,0,,0,,0,,,,0.35,0.6,,,0,,0,
,Nb(OH)4+,1,Nb(OH)4+,0.05,0.1,0.21,0.04,,,0,,0,,0,,0,,0,
1,Nb(OH)5(aq),2,Nb(OH)5(aq),0,,0,,0,,0,,0,,0,,-0.07,0.02,0,
2,Nb(OH)6-,3,Nb(OH)6-,0,,0,,0,,,,1.57,0.26,,,0,,0,
3,Nb(OH)7-2,4,Nb(OH)7-2,0,,0,,0,,,,1.98,0.64,,,0,,0,
5,Nb6O19-8,5,Nb6O19-8,0,,0,,0,,,,0.4,0.7,,,0,,0,
