Symbol,Name,Composition,agg_state,logK,sigma logK,DrHm [kJ/mol],sigma DrHm [kJ/mol],DrCpm [J/(K mol)],sigma DrCpm [J/(K mol)],T-min,T-max,Reaction
Pa2O5(act) ,Pa2O5(act) ,Pa2O5 ,s,4,,,,,,,,2 PaO(OH)2+ -2 H+ -1 H2O(l) = Pa2O5(act)
