XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,Cp,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen,Table4.XNAME,Table4.SOURCE,Table4.ENTAL,Table4.FIRST,Table4.LAST,Table4.INTERV,Table4.G0,Table4.LT1,Table4.UT1,Table4.A1,Table4.B1,Table4.C1,Table4.D1,Table4.E1,Table4.F1,Table4.LT2,Table4.UT2,Table4.A2,Table4.B2,Table4.C2,Table4.D2,Table4.E2,Table4.F2,Table4.LT3,Table4.UT3,Table4.A3,Table4.B3,Table4.C3,Table4.D3,Table4.E3,Table4.F3,Table4.LT4,Table4.UT4,Table4.A4,Table4.B4,Table4.C4,Table4.D4,Table4.E4,Table4.F4,Table4.LT5,Table4.UT5,Table4.A5,Table4.B5,Table4.C5,Table4.D5,Table4.E5,Table4.F5,Table4.LT6,Table4.UT6,Table4.A6,Table4.B6,Table4.C6,Table4.D6,Table4.E6,Table4.F6
SiC,[],(G),298.15,6000,679830.57,226.0923014,734948.4895,31.01573515,,,,,,,,SiC,474,725.71,298.15,6000,2,679830.57,298.15,1500,27.92306519,0.016850183,-95382,0,-1.05266E-05,2.92524E-09,1500,6000,37.90826416,0.0034185,-5694310,0,-6.17808E-07,3.41575E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiC2,[],(G),298.15,6000,569048.7864,247.7381274,626940.3022,47.55707679,,,,,,,,SiC2,475,614.683,298.15,6000,2,569048.7864,298.15,1500,37.31636047,0.041082751,17456,0,-2.66958E-05,6.36166E-09,1500,6000,49.00643158,-0.003862827,17632702,0,5.28884E-06,-6.1389E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOLLASTONITE,CaSiO3,(C),298.15,1817,-1570581.344,81.99537721,-1633877.443,85.24416103,WOLLASTONITE, CaSiO3,Wollastonite-1A,39.93683014,3.993683014,Webmineral,,WOLLASTONITE,Kub,-1633.88,298.15,1817,2,-1570581.344,298.15,1463,111.43512,0.0150588,-2727316,0,0,0,1463,1817,133.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si2C,[],(G),298.15,6000,488287.0056,246.4250465,544415.1847,49.00195281,,,,,,,,Si2C,476,532.516,298.15,6000,2,488287.0056,298.15,1500,41.77385712,0.038051819,-166708,0,-2.73379E-05,7.11124E-09,1500,6000,8.98739052,0.02414397,43677652,0,-8.87334E-07,-1.89223E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHENE,CaSiTiO5,(C),298.15,1673,-2495623.7,129.2686715,-2601612.836,138.9113907,SPHENE, CaSiTiO5,Titanit,55.64759169,5.564759169,Webmineral,,SPHENE,Kub,-2601.617,298.15,1673,1,-2495623.7,298.15,1673,177.31737,0.02317382,-4028228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiC,[],(C),298.15,3103,-70510.66457,16.48769238,-71899.19726,26.77659313,,,,,,,,SiC,473,-75.151,298.15,3103,1,-70510.66457,298.15,3103,32.049,0.02697,-1092000,0,-1.2161E-05,1.958E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiC,[],(L),298.15,5600,-8608.467639,-4.026899991,-44007.1715,63,,,,,,,,SiC,473,-75.151,298.15,5600,1,-8608.467639,298.15,5600,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2Si,[],(C),298.15,1183,-217606.1762,81.15751568,-209147.8187,72.70909424,Ca2Si, Ca2Si,,49.99174764,4.999174764,Materialsproject,,Ca2Si,Kub,-209.15,298.15,1183,1,-217606.1762,298.15,1183,67.3463,0.0179869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSi,[],(C),298.15,1513,-154992.2031,45.18114468,-150586.5853,47.15638122,CaSi, CaSi,,28.67442323,2.867442323,Materialsproject,,CaSi,Kub,-150.588,298.15,1513,1,-154992.2031,298.15,1513,42.6666,0.0150588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIOPSIDE,CaMgSi2O6,(L),298.15,3000,-3070274.922,8.464413093,-3221481.536,355.47134,,,,,,,,DIOPSIDE,Kub,-3201.668,298.15,3000,1,-3070274.922,298.15,3000,355.47134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSi2,[],(C),298.15,1263,-154221.9879,50.62121836,-150585.9372,68.76004943,CaSi2, CaSi2,,40.7464066,4.07464066,Materialsproject,,CaSi2,Kub,-150.588,298.15,1263,1,-154221.9879,298.15,1263,60.6535,0.0271895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCdO3,[],(C),298.15,1514,-1128855.658,97.47283483,-1190061.336,88.7999593,SiCdO3, SiCdO3,,39.96192239,3.996192239,Materialsproject,,SiCdO3,Kub,-1190.064,298.15,1514,1,-1128855.658,298.15,1514,87.843,0.0426666,-1045750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOLLASTONITE,CaSiO3,(L),298.15,3000,-1525836.386,53.50142792,-1615752.631,150.588,,,,,,,,WOLLASTONITE,Kub,-1633.88,298.15,3000,1,-1525836.386,298.15,3000,150.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSEDOWOLLAST.].,CaSiO3,(L),298.15,3000,-1472584.607,75.9434869,-1582227.083,146.405,,,,,,,,PSEDOWOLLAST.].,Kub,-1626.769,298.15,3000,1,-1472584.607,298.15,3000,146.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si3Cr5,[],(C),298.15,1920,-325366.4889,179.3186822,-324994.425,185.9996385,Si3Cr5, Si3Cr5,,56.85322427,5.685322427,Materialsproject,,Si3Cr5,1715,-356.04,298.15,1920,1,-325366.4889,298.15,1920,119.262,0.314195,-276000,0,-0.000300612,1.08954E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCr,[],(C),298.15,1720,-71493.98515,45.35453169,-70998.64796,45.10014777,SiCr, SiCr,,14.64976072,1.464976072,Materialsproject,,SiCr,1819,-78.66,298.15,1720,1,-71493.98515,298.15,1720,51.11,0.00942,-783900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2SiO4_BETA,[BETA],(C),298.15,2403,-2222646.828,127.5944346,-2305247.143,128.5512874,,,,,,,,Ca2SiO4_BETA,Kub,-2305.251,298.15,2403,3,-2222646.828,298.15,970,145.86121,0.04074242,-2618558,0,0,0,970,1710,134.52528,0.04609666,0,0,0,0,1710,2403,204.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si2Cr,[],(C),298.15,1733,-98803.16822,55.65637388,-99998.09968,63.40012203,Si2Cr, Si2Cr,,21.50125063,2.150125063,Materialsproject,,Si2Cr,1820,-110.03,298.15,1733,1,-98803.16822,298.15,1733,60.696,0.027886,-498700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCr3,[],(C),298.15,2020,-137491.9181,86.80907703,-137997.2947,90.27963213,SiCr3, SiCr3,,27.73767923,2.773767923,Materialsproject,,SiCr3,1826,-153.07,298.15,2020,1,-137491.9181,298.15,2020,87.925,0.032264,-645800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHENE,CaSiTiO5,(L),298.15,3000,-2460673.84,37.10230116,-2597875.688,279.4244,,,,,,,,SPHENE,Kub,-2601.617,298.15,3000,1,-2460673.84,298.15,3000,279.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAYALITE,Fe2SiO4,(C),298.15,1700,-1392743.002,138.6254398,-1465987.014,132.8670067,FAYALITE, Fe2SiO4,,43.71170871,4.371170871,Webmineral,,FAYALITE,Kub,-1465.991,298.15,1700,2,-1392743.002,298.15,1493,152.72133,0.03915288,-2802610,0,0,0,1493,1700,240.5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FeSi,[],(C),298.15,1693,-89248.50116,50.20105138,-80312.49386,50.20455424,FeSi, FeSi,Naquit,13.5919717,1.35919717,Mindat,,FeSi,New,-80.314,298.15,1693,1,-89248.50116,298.15,1693,44.84176,0.0179869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si2Ce,[],(C),298.15,1893,-200342.7264,100.8173177,-188232.9079,69.75845156,,,,,,,,Si2Ce,Kub,-188.235,298.15,1893,1,-200342.7264,298.15,1893,72.098188,0.011260636,-524548,0,2.29228E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si2H6,[],(C),298.15,2000,94314.14583,274.203602,79897.3727,78.97470288,Si2H6, Si2H6,,23,2.3,,,Si2H6,Kub,79.895,298.15,2000,1,94314.14583,298.15,2000,53.91887,0.1363658,-1033202,0,-4.47581E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiClF,[],(G),298.15,6000,-391151.5257,275.0246376,-377826.8204,47.47470765,,,,,,,,SiClF,458,-389.658,298.15,6000,2,-391151.5257,298.15,1500,46.44522858,0.023983826,-412260,0,-1.81036E-05,4.74204E-09,1500,6000,58.13786316,3.14669E-05,-1575898,0,-5.82325E-09,3.75589E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2Si2O5,[],(C),298.15,1318,-2372691.573,190.5961649,-2504995.176,160.9502002,K2Si2O5, K2Si2O5,,86.60711623,8.660711623,Materialsproject,,K2Si2O5,1185,-2533.82,298.15,1318,3,-2372691.573,298.15,510,191.852,0.036585,-3716600,0,0,0,510,867,158.005,0.090826,-998700,0,0,0,867,1318,224.225,0.004418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiClH,[],(G),298.15,6000,22982.14254,251.2219095,40946.07009,41.01217433,,,,,,,,SiClH,457,30.28,298.15,6000,2,22982.14254,298.15,1500,34.34963989,0.034554987,-175562,0,-2.00029E-05,4.26582E-09,1500,6000,62.99256897,-0.003446117,-8934576,0,7.48727E-07,-3.17638E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2SiO3,[],(C),298.15,1249,-1459204.197,146.0118172,-1542996.478,117.5702475,K2SiO3, K2SiO3,,63.9819334,6.39819334,Materialsproject,,K2SiO3,1184,-1564.86,298.15,1249,1,-1459204.197,298.15,1249,116.485,0.052007,-1281900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCl4,[],(G),298.15,6000,-624545.3568,331.328521,-662201.1505,90.37955325,,,,,,,,SiCl4,456,-681.655,298.15,6000,2,-624545.3568,298.15,1500,96.37863159,0.024712314,-1049376,0,-1.90888E-05,5.08194E-09,1500,6000,108.0473633,2.00362E-05,-2090946,0,-3.74044E-09,2.45032E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCl,[],(G),298.15,6000,112411.5407,237.7289032,142365.387,35.78044164,,,,,,,,SiCl,453,132.481,298.15,6000,2,112411.5407,298.15,1500,36.08028412,0.003205606,-96002,0,-2.15001E-06,5.84638E-10,1500,6000,40.99674225,-0.002478928,-2170968,0,8.37116E-07,-6.93221E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2Si4O9,[],(C),298.15,1043,-4123964.907,265.6507512,-4314754.98,300.6595396,K2Si4O9, K2Si4O9,,149.388837,14.9388837,Materialsproject,,K2Si4O9,Kub,-4314.764,298.15,1043,2,-4123964.907,298.15,865,253.15516,0.15933047,0,0,0,0,865,1043,391.27782,0.01618821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCl2,[],(G),298.15,6000,-174778.8311,281.5024186,-163067.7593,51.26495101,,,,,,,,SiCl2,454,-175.597,298.15,6000,2,-174778.8311,298.15,1500,54.3813324,0.008135324,-446662,0,-6.32263E-06,1.69046E-09,1500,6000,58.19035339,5.05551E-06,-776758,0,-8.95428E-10,5.52391E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MgSiO3,[],(C),298.15,1850,-1482886.991,67.50548804,-1548513.548,86.01193194,MgSiO3, MgSiO3,Enstatit,62.64381372,6.264381372,Webmineral,Daten für Mg2Si2O6,MgSiO3,New,-1548.456,298.15,1850,3,-1482886.991,298.15,903,-74.302629,0.638558375,2806794,0,-0.000803676,3.69577E-07,903,1258,120.311446,0,0,0,0,0,1258,1850,122.402946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCl3,[],(G),298.15,6000,-386587.4256,316.5263697,-396270.3286,70.54565315,,,,,,,,SiCl3,455,-411.987,298.15,6000,2,-386587.4256,298.15,1500,75.61459351,0.015959488,-783658,0,-1.23627E-05,3.29768E-09,1500,6000,83.12155151,1.11913E-05,-1445528,0,-2.06766E-09,1.33786E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg2SiO4,[],(C),298.15,2173,-2087941.286,95.23003192,-2176378.199,117.3019174,Mg2SiO4, Mg2SiO4,Forsterit,43.66052051,4.366052051,Webmineral,,Mg2SiO4,New,-2176.428,298.15,2173,1,-2087941.286,298.15,2173,136.57495,0.059937203,-3126792,0,-2.35718E-05,4.77986E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCo2O4,[],(L),298.15,3000,-1306609.31,86.20407333,-1401451.476,242.614,,,,,,,,SiCo2O4,Kub,-1406.325,298.15,3000,1,-1306609.31,298.15,3000,242.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLINOENSTATIT]T,Mg2Si2O6,(C),298.15,1798,-2966343.012,135.7124285,-3097507.257,158.105615,KLINOENSTATIT]T, Mg2Si2O6,Klinoenstatit,62.548965,6.2548965,Webmineral,,KLINOENSTATIT]T,New,-3097.512,298.15,1798,1,-2966343.012,298.15,1798,205.3853,0.03965484,-5253848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCo2O4,[],(C),298.15,1690,-1337915.243,158.5491743,-1406320.982,133.9150496,,,,,,,,SiCo2O4,Kub,-1406.325,298.15,1690,1,-1337915.243,298.15,1690,157.36446,0.02204441,-2668754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCr3,[],(L),298.15,5000,-60907.81206,24.53666085,-108988.6156,180,,,,,,,,SiCr3,1826,-153.07,298.15,5000,1,-60907.81206,298.15,5000,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg2Si_1,[],(C),298.15,1375,-90221.47582,81.65066532,-77781.47658,66.66528093,Mg2Si, Mg2Si,,38.82594591,3.882594591,Materialsproject,,Mg2Si,New,-77.808,298.15,1375,1,-90221.47582,298.15,1375,89.18156,-0.032201571,-1501698,0,5.01694E-05,-1.81813E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg2Si_2,[],(C),298.15,1375,-90221.47582,81.65066532,-77781.47658,66.66528093,Mg2Si, Mg2Si,,37.16172731,3.716172731,Materialsproject,,Mg2Si,New,-77.808,298.15,1375,1,-90221.47582,298.15,1375,89.18156,-0.032201571,-1501698,0,5.01694E-05,-1.81813E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si3Cr5,[],(L),298.15,5000,-12332.51065,148.806141,-173031.578,330,,,,,,,,Si3Cr5,1715,-356.04,298.15,5000,1,-12332.51065,298.15,5000,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEPHROITE,SiMn2O4,(C),298.15,1618,-1655701.228,142.2350642,-1729666.105,129.839508,TEPHROITE, SiMn2O4,Tephroit,43.71170871,4.371170871,Webmineral,,TEPHROITE,Kub,-1729.67,298.15,1618,1,-1655701.228,298.15,1618,159.03766,0.01949278,-3112152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiCr,[],(L),298.15,5000,9282.899687,44.54357262,-30732.6015,80,,,,,,,,SiCr,1819,-78.66,298.15,5000,1,9282.899687,298.15,5000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHODONITE,SiMnO3,(C),298.15,1564,-1265102.602,102.4921902,-1320152.409,86.36713484,RHODONITE, SiMnO3,Rhodonit,34.71342598,3.471342598,Mindat,Data for pure Mn end member,RHODONITE,Kub,-1320.155,298.15,1564,1,-1265102.602,298.15,1564,110.51486,0.01623004,-2576728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si2Cr,[],(L),298.15,5000,98679.67165,88.83552726,3684.9103,105,,,,,,,,Si2Cr,1820,-110.03,298.15,5000,1,98679.67165,298.15,5000,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si3Mn5,[],(C),298.15,1573,-242126.3589,238.8564153,-200778.1359,195.4096574,Si3Mn5, Si3Mn5,,59.55174555,5.955174555,Materialsproject,,Si3Mn5,Kub,-200.784,298.15,1573,1,-242126.3589,298.15,1573,201.311058,0.054148935,-1959736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiMn,[],(C),298.15,1548,-67478.52512,46.41919381,-60568.61904,45.91840227,SiMn, SiMn,,13.92078058,1.392078058,Materialsproject,,SiMn,Kub,-60.57,298.15,1548,1,-67478.52512,298.15,1548,49.309204,0.012774882,-640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiFH,[],(G),298.15,6000,-191135.8596,238.5665641,-173659.5701,37.76609879,,,,,,,,SiFH,452,-183.887,298.15,6000,2,-191135.8596,298.15,1500,30.46331787,0.037746008,-205332,0,-2.00354E-05,5.27078E-09,1500,6000,74.86160278,9.28671E-06,-30721694,0,-1.00628E-06,1.07776E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiMn3,[],(C),298.15,1348,-94447.56381,103.6271406,-79558.00312,99.8253009,SiMn3, SiMn3,,27.25018694,2.725018694,Materialsproject,Materialsproject,SiMn3,Kub,-79.561,298.15,1348,1,-94447.56381,298.15,1348,100.856313,0.052065801,-1471580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiF,[],(G),298.15,6000,-54867.8424,225.6725007,-25232.65514,32.64112248,,,,,,,,SiF,448,-34.688,298.15,6000,2,-54867.8424,298.15,1500,29.58968353,0.016196298,-71386,0,-1.18895E-05,3.11137E-09,1500,6000,39.45310211,-0.000966084,-2365840,0,2.77703E-07,-6.71317E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si3N4,[],(C),298.15,4000,-691355.5221,66.07435176,-787797.2108,93.00985039,Si3N4, Si3N4,,44.76498113,4.476498113,Materialsproject,,Si3N4,472,-799.913,298.15,4000,1,-691355.5221,298.15,4000,98.877,0.077739,-2419900,0,-2.1211E-05,2.376E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiF2,[],(G),298.15,6000,-604107.0484,256.4608839,-592840.5035,44.48242912,,,,,,,,SiF2,449,-604.042,298.15,6000,2,-604107.0484,298.15,1500,40.93885803,0.035112231,-422922,0,-2.64452E-05,6.91566E-09,1500,6000,58.10766602,4.63932E-05,-2146858,0,-8.56083E-09,5.508E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiF3,[],(G),298.15,6000,-986984.3788,279.5696716,-996441.7176,58.6847832,,,,,,,,SiF3,450,-1009.455,298.15,6000,2,-986984.3788,298.15,1500,53.53958893,0.059878577,-802224,0,-4.49255E-05,1.17168E-08,1500,6000,82.97558594,8.34234E-05,-3811894,0,-1.53117E-08,9.80268E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na4SiO4,[],(C),298.15,1393,-2021869.808,195.7829814,-2106135.46,184.6760241,Na4SiO4, Na4SiO4,,71.64239755,7.164239755,Materialsproject,,Na4SiO4,Kub,-2106.141,298.15,1393,1,-2021869.808,298.15,1393,162.55138,0.07420642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiF4,[],(G),298.15,6000,-1578270.99,282.6184722,-1614957.031,73.56334918,,,,,,,,SiF4,451,-1630.306,298.15,6000,2,-1578270.99,298.15,1500,62.94385529,0.089682153,-948252,0,-6.6453E-05,1.71782E-08,1500,6000,107.7734833,0.000155987,-5780124,0,-2.8741E-08,1.84668E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2Si2O5,[],(C),298.15,1147,-2364792.854,164.0311785,-2469471.303,156.4595454,Na2Si2O5, Na2Si2O5,Natrosilit,72.44183674,7.244183674,Webmineral,,Na2Si2O5,Kub,-2469.476,298.15,1147,3,-2364792.854,298.15,951,185.64154,0.07052538,-4463262,0,0,0,951,980,292.81,0,0,0,0,0,980,1147,292.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2SiO3,[],(C),298.15,1361,-1492428.9,113.7888421,-1557243.65,111.7859227,Na2SiO3, Na2SiO3,,48.05096223,4.805096223,Materialsproject,,Na2SiO3,New,-1557.247,298.15,1361,1,-1492428.9,298.15,1361,130.25862,0.0401568,-2706400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FeSi,[],(L),298.15,3000,9825.582359,63.43849233,-28804.3,75,,,,,,,,FeSi,New,-80.314,298.15,3000,1,9825.582359,298.15,3000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiNi2O4,[],(C),298.15,1818,-1322125.543,110.0272292,-1404856.729,142.4684589,SiNi2O4, SiNi2O4,Liebenbergit,42.52384144,4.252384144,Webmineral,,SiNi2O4,Kub,-1404.861,298.15,1818,1,-1322125.543,298.15,1818,163.137,0.01974376,-2430322,0,8.82613E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiNi,[],(C),298.15,1265,-96308.56515,44.48637626,-89556.70069,43.24189312,SiNi, SiNi,,14.6316943,1.46316943,Materialsproject,,SiNi,Kub,-89.558,298.15,1265,1,-96308.56515,298.15,1265,48.748682,0.006119729,-651712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiH,[],(G),298.15,6000,336388.1915,197.9558604,368637.967,30.06857674,,,,,,,,SiH,444,359.49,298.15,6000,2,336388.1915,298.15,1500,22.52295685,0.016747702,275642,0,-6.4492E-06,9.34564E-10,1500,6000,15.10681343,0.013830154,10962558,0,-1.91041E-06,5.08149E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
