,,Symbol_2020,Symbol,Name,Composition,agg_state,abbreviation,Ref,label,DfGm [kJ/mol],sigma DfGm [kJ/mol],DfGm_Ref,DfHm [kJ/mol],sigma DfHm [kJ/mol],DfHm_Ref,Sm [J/(K mol)],sigma Sm [J/(K mol)],Sm_Ref,Cpm [J/(K mol)],sigma Cpm [J/(K mol)],Cpm_Ref,Vm [cm3/mol],sigma Vm [cm3/mol],Vm_Ref,Cpf(T)_coefs ,a0,a0_e,a1*T,a1_e,a2*T^-2,a2_e,a3*T^-0.5,a3_e,a4*T^2,a4_e,a8*T-1,Tmin,Tmax,solids -GEMS,Cpf(T),a0 + a1*T + a2*T^-2 + a3*T^-0.5 + a4*T^2 + a5*T^3 + + a6*T^4 + a7*T^-3 + a8*T^-1 + a9*T^0.5
,,H2O(g),H2O(g),H2O(g),H2O,g,,2025MIR,recommended,-228.584,0.04,1989COX/WAG,-241.826,0.04,1989COX/WAG,188.835,0.01,1989COX/WAG,33.59,0.02,1995ROB/HEM,24789.71,,PV=nRT,,27.057,,0.017584,,276960,,-27.656,,-0.0000025097,,,,,298,2500,33.591
