Symbol,Name,Composition,label,type,DfGm [kJ/mol],sigma DfGm [kJ/mol],DfGm_Ref,DfHm [kJ/mol],sigma DfHm [kJ/mol],DfHm_Ref,Sm [J/(K mol)],sigma Sm [J/(K mol)],Sm_Ref,Cpm [J/(K mol)],sigma Cpm [J/(K mol)],Cpm_Ref,Vm [cm3/mol],sigma Vm [cm3/mol],Vm_Ref,HKF_coefs,a1*10 [cal*mol-1*bar-1],a2*10-2 [cal*mol-1],a3 [cal*K*mol-1*bar-1],a4*10-4[cal*K*mol-1],c1 [cal*K-1*mol-1],c2,w,method
NO2-,NO2-,N|3|O2-,suplemental,?,-32.2,,1988SHO/HEL,-104.6,,1988SHO/HEL,123,,1988SHO/HEL,-97.5,,1988SHO/HEL,25,,1988SHO/HEL,,5.59,5.86,3.45,-3.02,3.43,-7.781,1.185,hkf
